Id,SalePrice
1992,210527.55
1993,172532.75
1994,217769.05
1995,190546.38
1996,241388.89
1997,325924.53
1998,351601.28
1999,257723.08
2000,305021.6
2001,260991.98
2002,222457.44
2003,250459.5
2004,263876.78
2005,233792.22
2006,238546.16
2007,233776.42
2008,230228.42
2009,179755.17
2010,188197.31
2011,134008.11
2012,173904.38
2013,191984.84
2014,177128.39
2015,198690.3
2016,199640.42
2017,211767.5
2018,124768.89
2019,128830.98
2020,124019.98
2021,108334.734
2022,191938.97
2023,137474.9
2024,226721.92
2025,366843.34
2026,176928.44
2027,134327.47
2028,155835.38
2029,186838.08
2030,276640.12
2031,248325.77
2032,274254.8
2033,249935.3
2034,164049.48
2035,208065.1
2036,181455.86
2037,189837.3
2038,325457.9
2039,224098.38
2040,420770.4
2041,293010.4
2042,203827.7
2043,166533.56
2044,177879.36
2045,250794.17
2046,129700.71
2047,155745.55
2048,134625.23
2049,132680.02
2050,181012.94
2051,105329.4
2052,132170.73
2053,146730.7
2054,90802.38
2055,164979.55
2056,143565.73
2057,114062.586
2058,254592.52
2059,131444.17
2060,178913.19
2061,172313.83
2062,128100.27
2063,113694.68
2064,145700.12
2065,118177.83
2066,177062.83
2067,97846.195
2068,118423.24
2069,75054.48
2070,108565.97
2071,98574.68
2072,135571.31
2073,129518.23
2074,188113.83
2075,146565.17
2076,114349.82
2077,151936.7
2078,130914.21
2079,114740.82
2080,113072.47
2081,126570.79
2082,142947.95
2083,148353.67
2084,111732.805
2085,127450.8
2086,133324.38
2087,114247.914
2088,96355.43
2089,94891.75
2090,134763.19
2091,123794.62
2092,139966.98
2093,117231.914
2094,139021.55
2095,151968.78
2096,76967.13
2097,96784.22
2098,151313.12
2099,63022.125
2100,92356.125
2101,134576.22
2102,122998.41
2103,106018.23
2104,123685.07
2105,146214.62
2106,50649.836
2107,247772.73
2108,113183.234
2109,115538.26
2110,126737.375
2111,152232.48
2112,144015.75
2113,125768.19
2114,104583.27
2115,168403.66
2116,105010.53
2117,163905.86
2118,115828.984
2119,103294.46
2120,123962.78
2121,142601.7
2122,104879.53
2123,102803.164
2124,164023.95
2125,133238.39
2126,167042.19
2127,183931.81
2128,148388.33
2129,103306.18
2130,154334.2
2131,176120.94
2132,114551.59
2133,115605.71
2134,127769.74
2135,97571.21
2136,69704.24
2137,107071.38
2138,137581.03
2139,150961.36
2140,136262.16
2141,130055.75
2142,123561.87
2143,136335.56
2144,104703.23
2145,134960.22
2146,162869.69
2147,148471.95
2148,131195.4
2149,161244.16
2150,237795.7
2151,125824.91
2152,189365.94
2153,171045.44
2154,132185.61
2155,130598.04
2156,263589.22
2157,262511.97
2158,243815.92
2159,221451.53
2160,171970.19
2161,254166.53
2162,416712.8
2163,331061.62
2164,260705.25
2165,193574.44
2166,137126.2
2167,207649.81
2168,209445.08
2169,200529.3
2170,215971.12
2171,143178.88
2172,126225.836
2173,156584.89
2174,253640.58
2175,302555.6
2176,285941.53
2177,244388.75
2178,217241.27
2179,148360.17
2180,205953.14
2181,188751.7
2182,228757.9
2183,200125.22
2184,131951.28
2185,90041.766
2186,142353.02
2187,153700.67
2188,161253.22
2189,182671.86
2190,85086.42
2191,81599.56
2192,89373.87
2193,106845.305
2194,107260.66
2195,117320.37
2196,116083.47
2197,106378.97
2198,147211.6
2199,164814.22
2200,153292.27
2201,128065.375
2202,218182.78
2203,168200.3
2204,184415.11
2205,126470.734
2206,144257.56
2207,227154.92
2208,240631.38
2209,216749.33
2210,128435.664
2211,106718.734
2212,106698.59
2213,109156.81
2214,127248.27
2215,109356.2
2216,136047.77
2217,64824.52
2218,101327.65
2219,91545.65
2220,78963.67
2221,312216.03
2222,283546.75
2223,275798.66
2224,209643.7
2225,118184.13
2226,173960.02
2227,194425.48
2228,262494.12
2229,213396.0
2230,167839.62
2231,209974.73
2232,172594.36
2233,165523.53
2234,273069.6
2235,209936.98
2236,267003.7
2237,369345.1
2238,205223.7
2239,100053.88
2240,167701.36
2241,147079.36
2242,125655.42
2243,129172.164
2244,102703.43
2245,98210.41
2246,151732.22
2247,110293.97
2248,129114.74
2249,131627.19
2250,128715.04
2251,108343.29
2252,165969.73
2253,152029.22
2254,178884.23
2255,199270.11
2256,187595.94
2257,208494.67
2258,171954.94
2259,180516.5
2260,147133.9
2261,189859.6
2262,203337.8
2263,326435.3
2264,460925.66
2265,161484.78
2266,322450.75
2267,369432.56
2268,431344.9
2269,162302.33
2270,188131.69
2271,257865.55
2272,203112.66
2273,160604.86
2274,173291.73
2275,161135.1
2276,183711.4
2277,197139.6
2278,157317.77
2279,128344.91
2280,120918.31
2281,177810.19
2282,185865.75
2283,100577.805
2284,118872.84
2285,142068.05
2286,127063.016
2287,344686.75
2288,263017.8
2289,349701.0
2290,464537.2
2291,339276.94
2292,459079.5
2293,503574.5
2294,458062.75
2295,447428.56
2296,315150.53
2297,309940.47
2298,340788.22
2299,414592.53
2300,354378.47
2301,258546.08
2302,245224.95
2303,237459.9
2304,245357.56
2305,185949.1
2306,181357.77
2307,196282.7
2308,213228.52
2309,301877.75
2310,224552.25
2311,189067.97
2312,167497.92
2313,168175.58
2314,164019.72
2315,174901.06
2316,186015.4
2317,193469.33
2318,181241.44
2319,173354.34
2320,193267.12
2321,249336.02
2322,160897.25
2323,192676.28
2324,173282.4
2325,213455.38
2326,173989.5
2327,222666.94
2328,231999.02
2329,187831.16
2330,182859.47
2331,380191.6
2332,428291.47
2333,320862.56
2334,255838.69
2335,273560.84
2336,328078.3
2337,211540.44
2338,294575.16
2339,221912.55
2340,378115.38
2341,202146.0
2342,246853.16
2343,229793.5
2344,235532.64
2345,251746.27
2346,232441.28
2347,195530.0
2348,239825.97
2349,152233.36
2350,289498.56
2351,239745.69
2352,239799.58
2353,240793.73
2354,125233.98
2355,141433.19
2356,151300.27
2357,188444.38
2358,193606.78
2359,127057.89
2360,118220.695
2361,138552.39
2362,288864.5
2363,142706.94
2364,152675.45
2365,222594.78
2366,186494.7
2367,213785.72
2368,210652.67
2369,205523.02
2370,187713.23
2371,171075.62
2372,192724.9
2373,309643.4
2374,318663.28
2375,250886.9
2376,273130.8
2377,351877.88
2378,138621.52
2379,188723.34
2380,154208.61
2381,155049.19
2382,200103.23
2383,210872.64
2384,239198.1
2385,155611.53
2386,134487.2
2387,133356.7
2388,114698.27
2389,120740.59
2390,148279.02
2391,137744.7
2392,121554.8
2393,169854.84
2394,135429.5
2395,218140.94
2396,141693.33
2397,218943.12
2398,122858.88
2399,55372.62
2400,69206.51
2401,123363.26
2402,146135.75
2403,135406.77
2404,134675.22
2405,161699.28
2406,139930.39
2407,130877.76
2408,143479.92
2409,127846.96
2410,177679.78
2411,120270.52
2412,149536.9
2413,122235.875
2414,133036.45
2415,125384.99
2416,124201.92
2417,132411.36
2418,131297.69
2419,133841.6
2420,129180.01
2421,147615.77
2422,117103.945
2423,107615.164
2424,152079.34
2425,207483.56
2426,133873.72
2427,130437.79
2428,178918.84
2429,122650.74
2430,133320.89
2431,104781.26
2432,144531.12
2433,150763.67
2434,138617.22
2435,151738.97
2436,116185.19
2437,111941.49
2438,123725.15
2439,104609.66
2440,121101.88
2441,86331.555
2442,99817.61
2443,114373.945
2444,132024.75
2445,76675.734
2446,137757.31
2447,218773.8
2448,141604.48
2449,107216.34
2450,163268.4
2451,135532.67
2452,222374.81
2453,99125.79
2454,115189.68
2455,111468.28
2456,141715.34
2457,128920.34
2458,123824.03
2459,102789.18
2460,141584.56
2461,114915.766
2462,142829.78
2463,120075.24
2464,184878.69
2465,134531.58
2466,113295.78
2467,164432.73
2468,75938.266
2469,75963.54
2470,159612.42
2471,194597.53
2472,181093.9
2473,120913.9
2474,91061.88
2475,210961.4
2476,123262.21
2477,129162.09
2478,154446.83
2479,91225.05
2480,134773.92
2481,118606.77
2482,136221.48
2483,112608.37
2484,125724.195
2485,129489.16
2486,157994.33
2487,193073.77
2488,157455.48
2489,142565.61
2490,164218.22
2491,83276.65
2492,184469.16
2493,131671.14
2494,168268.25
2495,88884.51
2496,245806.17
2497,142759.05
2498,105247.16
2499,88791.13
2500,128322.71
2501,138212.16
2502,147541.06
2503,102780.44
2504,208913.77
2505,228345.64
2506,257287.58
2507,311856.9
2508,255843.27
2509,214646.3
2510,225830.73
2511,177850.88
2512,221586.3
2513,220191.84
2514,239516.48
2515,149541.77
2516,148335.47
2517,131132.22
2518,150031.94
2519,209678.39
2520,202614.11
2521,188353.22
2522,220793.9
2523,126403.54
2524,139238.8
2525,148977.02
2526,142394.22
2527,102504.68
2528,128909.05
2529,134051.81
2530,121400.086
2531,237172.11
2532,225815.81
2533,202497.5
2534,242274.77
2535,335915.94
2536,240309.81
2537,223107.48
2538,184502.0
2539,192723.3
2540,173101.05
2541,188874.19
2542,151287.88
2543,119632.16
2544,124485.27
2545,122803.83
2546,135309.38
2547,128756.43
2548,143343.95
2549,158312.88
2550,294872.9
2551,154512.3
2552,125735.59
2553,66878.55
2554,130032.945
2555,105525.02
2556,99709.97
2557,100888.484
2558,157533.4
2559,138935.0
2560,145116.58
2561,158865.47
2562,160856.69
2563,170973.27
2564,179856.5
2565,134091.72
2566,156310.05
2567,145767.25
2568,192348.12
2569,193550.83
2570,120417.29
2571,172731.53
2572,190103.89
2573,240326.52
2574,300062.75
2575,133011.3
2576,121975.72
2577,186820.33
2578,83058.51
2579,72724.79
2580,115351.766
2581,118422.14
2582,101987.58
2583,282677.78
2584,147812.3
2585,173381.03
2586,209241.7
2587,190067.25
2588,164190.75
2589,150086.2
2590,236181.33
2591,229254.94
2592,216066.39
2593,256135.69
2594,177414.2
2595,210929.08
2596,308569.8
2597,179555.88
2598,267677.47
2599,332311.2
2600,179388.73
2601,140979.45
2602,81649.47
2603,92524.89
2604,84328.086
2605,74896.96
2606,153525.67
2607,180380.64
2608,205623.08
2609,175050.06
2610,123965.61
2611,166921.27
2612,151675.11
2613,133429.52
2614,132246.27
2615,151377.95
2616,143196.75
2617,183044.62
2618,181511.75
2619,222502.95
2620,195418.2
2621,171650.86
2622,180660.03
2623,258687.45
2624,278982.47
2625,332369.4
2626,176267.64
2627,175563.36
2628,472269.03
2629,618708.7
2630,376767.44
2631,456710.2
2632,485005.28
2633,335421.3
2634,389312.28
2635,156150.11
2636,184389.02
2637,164361.48
2638,245683.64
2639,196742.27
2640,149831.08
2641,107861.27
2642,197866.81
2643,113622.93
2644,129283.64
2645,102061.695
2646,98556.69
2647,107514.64
2648,144610.89
2649,155625.58
2650,141058.1
2651,152700.19
2652,445714.2
2653,245543.1
2654,244479.42
2655,363077.2
2656,333262.6
2657,364738.53
2658,312505.56
2659,303335.22
2660,322703.72
2661,310704.1
2662,334017.03
2663,275132.88
2664,303739.62
2665,321409.34
2666,289569.25
2667,152126.05
2668,179538.64
2669,166317.5
2670,285713.56
2671,190255.2
2672,193397.14
2673,202988.52
2674,207377.95
2675,173494.81
2676,188364.64
2677,202013.47
2678,264996.22
2679,267307.6
2680,274420.06
2681,444803.88
2682,311619.84
2683,521146.06
2684,316556.7
2685,392739.44
2686,260407.16
2687,347950.75
2688,222069.77
2689,219470.8
2690,485688.88
2691,181515.9
2692,115884.82
2693,188876.9
2694,122723.17
2695,195696.11
2696,189809.8
2697,189250.36
2698,192100.33
2699,189573.31
2700,168050.56
2701,139035.8
2702,111254.414
2703,138106.98
2704,138134.12
2705,123107.805
2706,130400.63
2707,124853.195
2708,136030.75
2709,118962.94
2710,130723.086
2711,288732.3
2712,384009.53
2713,170547.77
2714,160067.4
2715,176681.11
2716,163809.22
2717,205381.12
2718,231913.52
2719,164886.4
2720,167868.95
2721,136147.12
2722,159753.23
2723,135620.67
2724,138146.56
2725,137245.69
2726,148381.06
2727,179670.88
2728,198026.7
2729,157172.86
2730,137496.03
2731,137175.92
2732,129566.25
2733,164341.36
2734,128184.1
2735,131550.03
2736,144604.52
2737,121386.17
2738,131534.69
2739,154842.66
2740,144805.6
2741,146768.9
2742,151828.14
2743,133708.67
2744,147971.33
2745,125133.516
2746,135638.6
2747,165477.0
2748,126694.59
2749,121452.336
2750,141437.98
2751,129914.48
2752,218749.52
2753,153670.3
2754,196135.64
2755,128197.18
2756,90689.875
2757,59841.812
2758,96248.41
2759,176183.34
2760,124020.83
2761,139577.98
2762,134955.42
2763,196539.62
2764,165450.92
2765,262612.03
2766,148521.33
2767,93895.22
2768,125528.63
2769,134464.81
2770,135857.11
2771,111809.27
2772,116540.81
2773,166387.98
2774,138140.36
2775,119693.77
2776,152065.89
2777,133952.7
2778,122485.79
2779,118545.68
2780,104230.98
2781,91770.47
2782,97755.1
2783,105365.086
2784,118423.25
2785,129241.64
2786,86806.75
2787,112918.29
2788,71702.96
2789,221263.61
2790,80418.19
2791,117151.93
2792,56098.184
2793,166314.02
2794,96238.27
2795,123218.03
2796,90133.234
2797,225324.55
2798,136003.62
2799,120797.3
2800,81451.61
2801,100290.16
2802,139782.72
2803,150807.23
2804,135878.34
2805,98020.93
2806,71537.72
2807,159398.67
2808,145759.31
2809,129774.16
2810,137505.88
2811,160827.66
2812,145764.3
2813,139129.81
2814,149117.12
2815,85717.52
2816,284787.3
2817,135344.38
2818,136706.73
2819,194420.39
2820,129634.805
2821,112737.44
2822,203230.47
2823,250954.2
2824,190454.69
2825,142246.64
2826,127483.98
2827,140902.62
2828,214053.44
2829,183926.58
2830,230486.5
2831,178353.8
2832,225767.9
2833,307943.9
2834,217439.6
2835,229295.25
2836,198399.88
2837,155401.78
2838,139217.36
2839,174793.27
2840,195234.36
2841,212731.12
2842,220405.83
2843,158675.12
2844,152726.36
2845,120976.28
2846,217354.95
2847,197458.19
2848,211890.83
2849,210718.03
2850,265049.12
2851,221930.34
2852,226596.45
2853,232897.6
2854,147811.47
2855,206527.69
2856,202589.95
2857,191048.38
2858,201588.81
2859,141500.58
2860,139828.11
2861,128033.586
2862,201107.28
2863,117049.82
2864,258515.42
2865,144443.38
2866,135104.73
2867,106407.02
2868,97016.82
2869,115909.67
2870,127843.484
2871,110959.92
2872,50752.934
2873,85478.58
2874,137376.38
2875,115409.81
2876,155600.16
2877,152388.14
2878,179355.7
2879,139888.84
2880,105416.805
2881,160665.08
2882,176800.75
2883,188078.19
2884,186584.88
2885,211372.77
2886,210357.47
2887,83659.69
2888,129064.54
2889,60021.63
2890,92804.37
2891,143838.1
2892,37113.438
2893,80330.55
2894,63826.656
2895,330777.22
2896,283827.34
2897,202919.88
2898,150170.47
2899,232016.52
2900,162968.3
2901,192225.44
2902,187436.22
2903,362505.6
2904,326673.47
2905,92785.18
2906,202854.45
2907,114227.35
2908,128589.53
2909,157888.25
2910,72631.445
2911,80948.52
2912,141492.67
2913,85262.766
2914,81896.35
2915,85998.7
2916,76552.75
2917,154764.53
2918,110445.38
2919,198821.47
